Date,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS
2020-08-24,0.3063363575416801,0.38569731736655266,0.36104720815589525,0.2243271046665361
2020-08-25,0.2997303090750804,0.38234813196709116,0.3603171207000556,0.2144738396892876
2020-08-26,0.29906689088412325,0.34654206520434094,0.3446086728489333,0.1986877751573022
2020-08-27,0.29919878933352656,0.21189438899778434,0.34807731978506606,0.1987258698849759
2020-08-28,0.28333883766932894,0.21375427887598683,0.3343468134680422,0.19380652090354603
2020-08-31,0.26784622507736483,0.19025488326749548,0.33949384834843876,0.19496522820699436
2020-09-01,0.26921801250367267,0.1951997908233279,0.3317947902255072,0.19447593180118242
2020-09-02,0.26791009922044867,0.18898301345607027,0.33310605653918696,0.18990983619337282
2020-09-03,0.267888049090439,0.18914608386329634,0.32584696312893385,0.19155503948505534
2020-09-04,0.2679750602958734,0.19079292305363754,0.30431017177988084,0.19097351873477786
2020-09-07,0.24734393821644862,0.17296702336624403,0.3040370862874871,0.18587662919316644
2020-09-08,0.24679441467377608,0.17314599393020863,0.304633387668797,0.13094209028040546
2020-09-09,0.24292484470406936,0.1747494276461795,0.2939157317478634,0.12606579198152373
2020-09-10,0.2400268622618637,0.17785496645370188,0.35622610220415785,0.12606519629910054
2020-09-11,0.23661309640086758,0.17823162314914434,0.34944118700176213,0.13604746002486104
2020-09-14,0.22613657916908075,0.20327026849155386,0.3378329471137638,0.1895723329771343
2020-09-15,0.1986235038120855,0.2019745657019709,0.2747507650206051,0.1891710970183006
2020-09-16,0.20239073156161053,0.20781134833057122,0.27158584274801534,0.18918522637717217
2020-09-17,0.20237952858125563,0.19448222582041932,0.2746797053999725,0.19004853799331056
2020-09-18,0.21553936724357073,0.18570873764823212,0.2745196813913869,0.1897063765160337
2020-09-21,0.21599703381332425,0.1864428381439189,0.28012385336736656,0.18861086224335583
2020-09-22,0.21436517531224933,0.18629308641372344,0.28691870629811644,0.1975022691111108
2020-09-23,0.21722949516696438,0.18809986725300884,0.28743682537267734,0.2074774139625021
2020-09-24,0.2216866646631897,0.22974613443043693,0.29552797553442856,0.266703502263532
2020-09-25,0.21472015497699612,0.25237297415581117,0.2960951105129314,0.2868671641348324
2020-09-28,0.21632103020504204,0.25245701125602543,0.29415880984501236,0.28680057986639595
2020-09-29,0.2070788995045779,0.25129417033002266,0.2941552482176881,0.2942028384948218
2020-09-30,0.20984518865278814,0.24959679792079478,0.2945513771499965,0.2930106591803703
2020-10-01,0.2213781944309532,0.24983006624169646,0.29020798939351783,0.29372385956002667
2020-10-05,0.21047346844548886,0.26129945801033544,0.289846591063105,0.3534552831930429
2020-10-06,0.20798815069194243,0.2610303393899814,0.2896525187557175,0.3530397485932133
2020-10-07,0.21245669872001885,0.2584320730837301,0.29380898675616984,0.35203085901497466
2020-10-08,0.22344234480410557,0.26432881539178205,0.2866319526345134,0.359861980826044
2020-10-09,0.2413770599157014,0.26377303238796695,0.28379151017307036,0.36046782489967044
2020-10-12,0.2480372930014666,0.2629198619944582,0.28378842456888337,0.35868239198657553
2020-10-13,0.25204222877630167,0.26368565820921164,0.2824203771845734,0.3596927779670019
2020-10-14,0.25221664159969154,0.265598939788922,0.2824211265062657,0.35886733022249234
2020-10-15,0.2741757328909487,0.28173055443090644,0.2991713408274294,0.37095749212556545
2020-10-16,0.2829232603189167,0.2830226271128166,0.30137727098047024,0.37014037318839305
2020-10-19,0.2804950098700191,0.27492474433460146,0.2967240128659645,0.37604151362558846
2020-10-20,0.28168981522365655,0.27509224924746156,0.29842505539062014,0.37490538111203053
2020-10-21,0.2850403287351825,0.2740696347899377,0.30015739055604024,0.3840677696389621
2020-10-22,0.28322209665854015,0.277104730520664,0.2913104034333309,0.3824322305628267
2020-10-23,0.2818686399757715,0.2764488399948282,0.19861553606870785,0.38229264568568666
2020-10-26,0.2874252853031755,0.28002744660293166,0.22457023333125384,0.3804132068984106
2020-10-27,0.28160893342241183,0.2757322635444111,0.22527483316931662,0.36294504695459157
2020-10-28,0.2894698757500187,0.28022590899648947,0.22370692841400802,0.36320991760659294
2020-10-29,0.29189234938005504,0.2763658728435095,0.22564912994457634,0.3631740928176062
2020-10-30,0.290224245162398,0.2795241877363722,0.230643510809676,0.3597922360144033
2020-11-02,0.2860650659547493,0.2787262245132557,0.3312265652574534,0.36685290394949976
2020-11-03,0.2905204389176172,0.2803807610283595,0.3290383090113333,0.3675628887833952
2020-11-04,0.2847706191505805,0.2909209787897411,0.3463736840647792,0.36259855080200165
2020-11-05,0.2845317900682533,0.2902584379061207,0.3527300681780677,0.3563807005453817
2020-11-06,0.2841722959421159,0.2544845689511748,0.36865599934417803,0.311175779214407
2020-11-09,0.2881136049299993,0.2410780406854866,0.36900506792650156,0.29484300706280103
2020-11-10,0.3018831221595534,0.2730430368729909,0.3721360996825183,0.30950308701586327
2020-11-11,0.30392000137772546,0.2826361115456929,0.3869324916993872,0.30414372613188256
2020-11-12,0.3100832434237414,0.28333234863238754,0.3871939130607163,0.3052761019342198
2020-11-13,0.3092763831570339,0.2829341987704442,0.388750442401576,0.30463710814379685
2020-11-14,0.3092873421995014,0.2718310668390366,0.38908784121293155,0.22072975394176295
2020-11-17,0.31019866389337913,0.2736753649284853,0.3890546801014454,0.220533503017043
2020-11-18,0.3096950455100917,0.27572408473408955,0.3820821386450907,0.2229052385273455
2020-11-19,0.316965939299313,0.2693285557250088,0.3819982074211137,0.19915647121600563
2020-11-20,0.30802479684471035,0.26768736936451715,0.3940235805194556,0.20149489735454854
2020-11-23,0.30363625130076954,0.2766334562744739,0.40447027659574325,0.21384387815031328
2020-11-24,0.30838640434529846,0.26867668273944245,0.39964484662199673,0.21384418733531824
2020-11-25,0.320695748309899,0.27084758731631986,0.3991066511632555,0.21469274342879388
2020-11-26,0.2990244852019704,0.26027685979632526,0.38902400081712873,0.20414920694387348
2020-11-27,0.2938001603350882,0.2577190578968561,0.38857093520714214,0.2069429189180571
2020-12-01,0.2956101669748834,0.27663968101372877,0.3914496151122093,0.20659203580067179
2020-12-02,0.3019156358403789,0.275256221433679,0.3912668437292168,0.20591748236821403
2020-12-03,0.3080806735238017,0.27651100281396473,0.3900407304513261,0.19877595601150966
2020-12-04,0.3051632785675335,0.27268048179395765,0.3901102744180191,0.1994653537445116
2020-12-07,0.3077018049359153,0.27320372826179296,0.39055382170574915,0.19908757590731102
2020-12-08,0.2993278544453334,0.27251938023174216,0.37809612278975774,0.2082349040812162
2020-12-09,0.30121984426137804,0.2697880731200154,0.381211101634601,0.19662718279881092
2020-12-10,0.29877018001325306,0.26705691575511886,0.3808457137907256,0.1989935905572473
2020-12-11,0.2913958273119129,0.26747510116632295,0.38019015053268324,0.19901951634578166
2020-12-14,0.29285071921023714,0.26319581853093094,0.37846843277478665,0.19687054713245264
2020-12-15,0.2868983767606219,0.26428206145934974,0.28037875277144925,0.1882921416887294
2020-12-16,0.2805592309741317,0.26264523789033123,0.27614439592939133,0.19297310406784463
2020-12-17,0.28514948862647305,0.2515465030518357,0.259570749405297,0.19325517735401762
2020-12-18,0.2943760848855985,0.2605710332575863,0.25229444847269417,0.19174490180828052
2020-12-21,0.29660161270362556,0.26278108849709386,0.23807514089824933,0.19664852115449585
2020-12-22,0.2882102719073707,0.27599916684514175,0.23533653356187498,0.202251200058769
2020-12-23,0.26396456276119173,0.25340715791599083,0.2295348021099167,0.18326205627648987
2020-12-24,0.26781964096036404,0.2481356724173456,0.21103633461098964,0.1802940841056817
2020-12-28,0.2665151614312961,0.24709710016511258,0.2098007000164277,0.17864539611436625
2020-12-29,0.2658307268620262,0.24736204508953316,0.20942534243219005,0.1770579029746325
2020-12-30,0.2652434552301896,0.24765938831333503,0.20939949914205314,0.17958116289302345
2020-12-31,0.25297490639432957,0.245286565659376,0.20951675268417122,0.1874097126038296
2021-01-01,0.25420179491914147,0.2408352140636248,0.20934761764665846,0.1891136593916309
2021-01-04,0.24402593492878313,0.24071155566435645,0.2082808783952229,0.2136278796711223
2021-01-05,0.23728862848886634,0.24072991606050587,0.17964613276458383,0.21655101458062778
